Names,color_wine,Prices,ML,Ratings,Ratingsnum,Countrys,ABV %,rates,year,brand,location,city,raters_numb
Duval-Leroy Blanc de Blancs Prestige Grand Cru Brut,Sparkling & Champagne,79.99,750,0.0,0,"Non-Vintage Sparkling Wine from Champagne, France",12.5,0,0,Non-Vintage Sparkling Wine,France,Champagne,0
Duval-Leroy Brut Reserve,Sparkling & Champagne,49.99,750,4.4,29,"Non-Vintage Sparkling Wine from Champagne, France",12.0,"WW, D",0,Non-Vintage Sparkling Wine,France,Champagne,2
E. Pira e Figli Dolcetto d'Alba ,Red Wine,33.99,750,0.0,0,"Dolcetto from Alba, Piedmont, Italy",0.0,0,2020,Dolcetto,Italy,Piedmont,0
E. Pira e Figli Barolo Mosconi ,Red Wine,160.99,750,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",14.0,"JS, WS, RP",2017,Nebbiolo,Italy,Piedmont,3
E. Pira e Figli Barolo Via Nuova ,Red Wine,142.99,750,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",14.0,"JS, WS, RP",2017,Nebbiolo,Italy,Piedmont,3
E. Pira e Figli Langhe Nebbiolo ,Red Wine,49.99,750,0.0,0,"Nebbiolo from Piedmont, Italy",14.0,0,2018,Nebbiolo,Italy,Piedmont,0
Earl Stevens Cotton Candy Sparkling,Sparkling & Champagne,19.99,750,4.3,7,Non-Vintage Sparkling Wine from California,11.5,0,0,Non-Vintage Sparkling Wine,California,_Not_given_,0
Earthworks Cabernet Sauvignon ,Red Wine,22.99,750,0.0,0,"Cabernet Sauvignon from Barossa Valley, Barossa, South Australia, Australia",0.0,0,2019,Cabernet Sauvignon,Australia,South Australia,0
Earthworks Shiraz ,Red Wine,20.99,750,0.0,0,"Syrah/Shiraz from Barossa Valley, Barossa, South Australia, Australia",0.0,0,2017,Syrah/Shiraz,Australia,South Australia,0
Eberle Estate Cabernet Sauvignon ,Red Wine,26.99,750,0.0,0,"Cabernet Sauvignon from Paso Robles, Central Coast, California",14.2,0,2019,Cabernet Sauvignon,California,Central Coast,0
Ecco Domani Pinot Grigio ,White Wine,10.99,750,0.0,0,"Pinot Gris/Grigio from Trentino-Alto Adige, Italy",12.5,0,2021,Pinot Gris/Grigio,Italy,Trentino-Alto Adige,0
Echeverria GCM Coast ,Red Wine,19.99,750,0.0,0,"Other Red Blends from Curico Valley, Chile",0.0,0,2018,Other Red Blends,Chile,Curico Valley,0
Echeverria No Es Pituko Natural Wine Chardonnay ,White Wine,16.99,750,3.5,11,"Chardonnay from Curico Valley, Chile",0.0,0,2021,Chardonnay,Chile,Curico Valley,0
Echeverria Reserva Cabernet Sauvignon ,Red Wine,12.99,750,0.0,0,"Cabernet Sauvignon from Curico Valley, Chile",0.0,0,2019,Cabernet Sauvignon,Chile,Curico Valley,0
Echeverria Reserva Cabernet Sauvignon ,Red Wine,12.99,750,0.0,0,"Cabernet Sauvignon from Curico Valley, Chile",0.0,0,2020,Cabernet Sauvignon,Chile,Curico Valley,0
Echeverria Limited Edition Cabernet Sauvignon ,Red Wine,24.99,750,4.0,6,"Cabernet Sauvignon from Curico Valley, Chile",14.5,0,2015,Cabernet Sauvignon,Chile,Curico Valley,0
Echeverria Carmenere Gran Reserva ,Red Wine,15.99,750,0.0,0,"Carmenere from Curico Valley, Chile",13.5,0,2017,Carmenere,Chile,Curico Valley,0
Echeverria No Es Pituko Natural Wine Cabernet Sauvignon ,Red Wine,16.99,750,0.0,0,"Cabernet Sauvignon from Curico Valley, Chile",0.0,JS,2021,Cabernet Sauvignon,Chile,Curico Valley,1
Echeverria Romi Orange Sauvignon Blanc ,White Wine,22.99,750,0.0,0,"Sauvignon Blanc from Curico Valley, Chile",13.5,0,2021,Sauvignon Blanc,Chile,Curico Valley,0
Echeverria No Es Pituko Natural Wine Cabernet Franc ,Red Wine,16.99,750,0.0,0,"Cabernet Franc from Curico Valley, Chile",14.0,JS,2021,Cabernet Franc,Chile,Curico Valley,1
Echeverria No Es Pituko Natural Wine Rose ,Pink and Rosé,13.99,750,0.0,0,"Rosé from Curico Valley, Chile",13.0,0,2022,Rosé,Chile,Curico Valley,0
Echo Bay Sauvignon Blanc ,White Wine,16.99,750,0.0,0,"Sauvignon Blanc from Marlborough, New Zealand",12.9,0,2021,Sauvignon Blanc,New Zealand,Marlborough,0
Ecker Gruner Veltliner (1 Liter) ,White Wine,17.99,1000,0.0,0,Gruner Veltliner from Austria,12.0,0,2021,Gruner Veltliner,Austria,_Not_given_,0
Edaphos Madhaven Vineyard Barbera ,Red Wine,27.99,750,0.0,0,"Barbera from Moon Mountain District, Sonoma Valley, Sonoma County, California",0.0,0,2017,Barbera,California,Sonoma County,0
Edaphos Alder Springs Vineyard Petite Arvine ,White Wine,49.99,750,0.0,0,"Other White Wine from Mendocino, California",13.4,0,2018,Other White Wine,California,Mendocino,0
Edaphos Alder Springs Vineyard Petite Arvine ,White Wine,49.99,750,0.0,0,"Other White Wine from Mendocino, California",0.0,0,2019,Other White Wine,California,Mendocino,0
Edaphos Steel Plow Vineyard Grenache ,Red Wine,37.99,750,0.0,0,"Grenache from Sonoma Valley, Sonoma County, California",14.0,0,2018,Grenache,California,Sonoma County,0
Edaphos Barbed Oak Vineyard Aligote ,White Wine,34.99,750,0.0,0,"Aligote from Bennett Valley, Sonoma Valley, Sonoma County, California",10.75,0,2017,Aligote,California,Sonoma County,0
Eden Rift Estate Pinot Noir ,Red Wine,47.99,750,4.5,57,"Pinot Noir from Cienega Valley, Central Coast, California",14.2,"WW, WE, RP, JD",2017,Pinot Noir,California,Central Coast,4
Eden Rift Valliant Chardonnay ,White Wine,26.99,750,4.9,24,"Chardonnay from Central Coast, California",14.3,WW,2019,Chardonnay,California,Central Coast,1
Eden Rift Estate Chardonnay ,White Wine,41.99,750,4.7,38,"Chardonnay from Cienega Valley, Central Coast, California",14.2,"WW, WE, JD, RP",2017,Chardonnay,California,Central Coast,4
Eden Rift Terraces Pinot Noir ,Red Wine,63.99,750,4.8,21,"Pinot Noir from Cienega Valley, Central Coast, California",13.9,"WE, W&S, JS, RP",2018,Pinot Noir,California,Central Coast,4
Eden Rift Terraces Chardonnay ,White Wine,68.99,750,4.7,23,"Chardonnay from Cienega Valley, Central Coast, California",13.9,"JS, WE, RP",2018,Chardonnay,California,Central Coast,3
Eden Rift Valliant Pinot Noir ,Red Wine,27.99,750,4.1,71,"Pinot Noir from Central Coast, California",14.2,"JS, WE, W&S, WW, JD",2018,Pinot Noir,California,Central Coast,5
Edmeades Mendocino Zinfandel ,Red Wine,19.99,750,0.0,0,"Zinfandel from Mendocino, California",15.0,0,2019,Zinfandel,California,Mendocino,0
Edmunds St. John Bone-Jolly Gamay Noir Rose ,Pink and Rosé,28.99,750,0.0,0,"Rosé from Sierra Foothills, California",12.5,0,2021,Rosé,California,Sierra Foothills,0
Edmunds St. John Bone-Jolly Gamay Noir ,Red Wine,29.99,750,3.6,5,"Gamay from El Dorado, Sierra Foothills, California",0.0,0,2019,Gamay,California,Sierra Foothills,0
Edna Valley Vineyard Chardonnay ,White Wine,12.99,750,4.3,5,"Chardonnay from Central Coast, California",13.9,0,2020,Chardonnay,California,Central Coast,0
Edna Valley Vineyard Cabernet Sauvignon ,Red Wine,18.99,750,3.9,7,"Cabernet Sauvignon from Central Coast, California",13.9,WE,2019,Cabernet Sauvignon,California,Central Coast,1
Edna Valley Vineyard Merlot ,Red Wine,14.99,750,0.0,0,"Merlot from Central Coast, California",13.5,0,2020,Merlot,California,Central Coast,0
Edna Valley Vineyard Pinot Noir ,Red Wine,18.99,750,0.0,0,"Pinot Noir from Central Coast, California",0.0,0,2020,Pinot Noir,California,Central Coast,0
Edna Valley Vineyard Sauvignon Blanc ,White Wine,12.99,750,0.0,0,Sauvignon Blanc from California,13.0,0,2021,Sauvignon Blanc,California,_Not_given_,0
Egelhoff Wines Cabernet Sauvignon (6 Liter Bottle) ,Red Wine,599.97,6000,0.0,0,"Cabernet Sauvignon from Napa Valley, California",0.0,0,2005,Cabernet Sauvignon,California,Napa Valley,0
Egelhoff Wines Cabernet Sauvignon (6 Liter Bottle) ,Red Wine,879.97,6000,0.0,0,"Cabernet Sauvignon from Napa Valley, California",0.0,0,2001,Cabernet Sauvignon,California,Napa Valley,0
Egelhoff Wines Cabernet Sauvignon ,Red Wine,89.97,750,0.0,0,"Cabernet Sauvignon from Napa Valley, California",0.0,0,2002,Cabernet Sauvignon,California,Napa Valley,0
Egelhoff Wines Cabernet Sauvignon ,Red Wine,109.97,750,0.0,0,"Cabernet Sauvignon from Napa Valley, California",0.0,0,2001,Cabernet Sauvignon,California,Napa Valley,0
Ego Bodegas Marionette ,Red Wine,9.99,750,0.0,0,"Other Red Blends from Jumilla, Spain",14.0,JS,2017,Other Red Blends,Spain,Jumilla,1
Ego Bodegas Goru Verde ,Red Wine,12.99,750,3.6,8,"Mourvedre from Jumilla, Spain",14.0,WS,2018,Mourvedre,Spain,Jumilla,1
Ego Bodegas Goru Gold ,Red Wine,19.99,750,4.2,21,"Other Red Blends from Jumilla, Spain",14.5,0,2017,Other Red Blends,Spain,Jumilla,0
Egon Muller Scharzhof Riesling Qba (375ML half-bottle) ,White Wine,52.99,375,0.0,0,"Riesling from Mosel, Germany",10.0,0,2020,Riesling,Germany,Mosel,0
Egon Muller Wiltinger Braune Kupp Riesling Spatlese ,White Wine,209.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,0,2020,Riesling,Germany,Mosel,0
Egon Muller Scharzhofberger Riesling Spatlese ,White Wine,389.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,JS,2020,Riesling,Germany,Mosel,1
Egon Muller Scharzhof Riesling Qba ,White Wine,99.99,750,0.0,0,"Riesling from Mosel, Germany",10.0,JS,2020,Riesling,Germany,Mosel,1
Egon Muller Scharzhofberger Riesling Kabinett ,White Wine,249.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,0,2020,Riesling,Germany,Mosel,0
Eguren Ugarte Mercedes Eguren Cabernet Sauvignon ,Red Wine,12.99,750,0.0,0,"Cabernet Sauvignon from Rioja, Spain",14.5,0,2020,Cabernet Sauvignon,Spain,Rioja,0
Eguren Ugarte Reserva ,Red Wine,18.99,750,4.8,29,"Tempranillo from Rioja, Spain",14.5,D,2015,Tempranillo,Spain,Rioja,1
Eguren Ugarte Cosecha ,Red Wine,19.99,750,4.0,109,"Tempranillo from Rioja, Spain",14.5,WW,2019,Tempranillo,Spain,Rioja,1
Eguren Ugarte Cincuenta ,Red Wine,14.99,750,4.0,53,"Tempranillo from Rioja, Spain",14.5,"JS, W&S, WW",2016,Tempranillo,Spain,Rioja,3
Eighty Four Albarino ,White Wine,27.99,750,3.8,41,"Albarino from Carneros, California",13.8,"WE, WW, TP",2017,Albarino,California,Carneros,3
Eisacktaler Kellerei Sauvignon ,White Wine,18.99,750,0.0,0,"Sauvignon Blanc from Alto Adige, Trentino-Alto Adige, Italy",13.5,0,2021,Sauvignon Blanc,Italy,Trentino-Alto Adige,0
Eisacktaler Kellerei Kerner ,White Wine,19.99,750,0.0,0,"Other White Wine from Alto Adige, Trentino-Alto Adige, Italy",14.0,0,2021,Other White Wine,Italy,Trentino-Alto Adige,0
Eisacktaler Kellerei Gruner Veltliner ,White Wine,20.99,750,0.0,0,"Gruner Veltliner from Alto Adige, Trentino-Alto Adige, Italy",13.5,0,2021,Gruner Veltliner,Italy,Trentino-Alto Adige,0
Eisacktaler Kellerei Pinot Grigio ,White Wine,19.99,750,0.0,0,"Pinot Gris/Grigio from Alto Adige, Trentino-Alto Adige, Italy",13.5,0,2021,Pinot Gris/Grigio,Italy,Trentino-Alto Adige,0
Eisele Vineyard Altagracia Cabernet Sauvignon ,Red Wine,159.99,750,0.0,0,"Cabernet Sauvignon from Napa Valley, California",0.0,"JS, RP",2019,Cabernet Sauvignon,California,Napa Valley,2
Eisele Vineyard Cabernet Sauvignon ,Red Wine,579.99,750,0.0,0,"Cabernet Sauvignon from Calistoga, Napa Valley, California",0.0,"RP, WS",2017,Cabernet Sauvignon,California,Napa Valley,2
Eisele Vineyard Sauvignon Blanc ,White Wine,125.99,750,0.0,0,"Sauvignon Blanc from Napa Valley, California",0.0,"JS, RP",2020,Sauvignon Blanc,California,Napa Valley,2
El Coto Crianza ,Red Wine,16.99,750,0.0,0,"Tempranillo from Rioja, Spain",13.5,"JS, WE",2018,Tempranillo,Spain,Rioja,2
El Coto Rioja Blanco ,White Wine,10.99,750,0.0,0,"Viura from Rioja, Spain",12.5,JS,2021,Viura,Spain,Rioja,1
El Coto Rosado ,Pink and Rosé,12.99,750,0.0,0,"Rosé from Rioja, Spain",13.5,0,2021,Rosé,Spain,Rioja,0
El Coto Coto de Imaz Reserva ,Red Wine,19.99,750,4.1,54,"Tempranillo from Rioja, Spain",0.0,"JS, WS, W&S",2016,Tempranillo,Spain,Rioja,3
El Coto Coto Real ,Red Wine,49.99,750,0.0,0,"Tempranillo from Rioja, Spain",14.0,V,2012,Tempranillo,Spain,Rioja,1
El Coto Crianza (375ML half-bottle) ,Red Wine,8.99,375,0.0,0,"Tempranillo from Rioja, Spain",0.0,JS,2018,Tempranillo,Spain,Rioja,1
El Coto Organic Crianza ,Red Wine,20.99,750,0.0,0,"Tempranillo from Rioja, Spain",13.5,WW,2019,Tempranillo,Spain,Rioja,1
El Coto Coto de Imaz Gran Reserva ,Red Wine,38.99,750,0.0,0,"Tempranillo from Rioja, Spain",13.5,0,2015,Tempranillo,Spain,Rioja,0
El Enemigo Gran Enemigo Chacayes Single Vineyard Cabernet Franc ,Red Wine,120.99,750,0.0,0,"Cabernet Franc from Mendoza, Argentina",0.0,"JS, WS",2016,Cabernet Franc,Argentina,Mendoza,2
El Enemigo Gran Enemigo Agrelo Single Vineyard ,Red Wine,129.99,750,0.0,0,"Cabernet Franc from Mendoza, Argentina",14.0,"RP, JS, WE",2017,Cabernet Franc,Argentina,Mendoza,3
El Enemigo Malbec ,Red Wine,27.99,750,4.2,27,"Malbec from Mendoza, Argentina",13.5,"RP, JS",2018,Malbec,Argentina,Mendoza,2
El Enemigo Gran Enemigo Gualtallary Single Vineyard ,Red Wine,119.99,750,4.5,7,"Cabernet Franc from Mendoza, Argentina",14.0,"RP, JS, WE",2017,Cabernet Franc,Argentina,Mendoza,3
El Enemigo Cabernet Franc ,Red Wine,28.99,750,3.9,33,"Cabernet Franc from Mendoza, Argentina",13.5,"V, JS, RP, WS",2018,Cabernet Franc,Argentina,Mendoza,4
El Enemigo Bonarda ,Red Wine,29.99,750,0.0,0,"Bonarda from Mendoza, Argentina",13.5,"WS, RP, JS",2018,Bonarda,Argentina,Mendoza,3
El Enemigo Chardonnay ,White Wine,28.99,750,4.1,124,"Chardonnay from Mendoza, Argentina",13.5,"JS, RP, WS, WE",2019,Chardonnay,Argentina,Mendoza,4
El Enemigo Mendoza Gran Enemigo ,Red Wine,94.99,750,0.0,0,"Other Red Blends from Mendoza, Argentina",14.0,"JS, V, RP, W&S, WE",2017,Other Red Blends,Argentina,Mendoza,5
El Esteco Cabernet Sauvignon ,Red Wine,24.99,750,0.0,0,Cabernet Sauvignon from Argentina,14.5,"JS, RP",2019,Cabernet Sauvignon,Argentina,_Not_given_,2
El Esteco Malbec ,Red Wine,22.99,750,0.0,0,Malbec from Argentina,14.5,"D, JS",2020,Malbec,Argentina,_Not_given_,2
El Esteco Don David Reserve Cabernet Sauvignon ,Red Wine,15.99,750,0.0,0,Cabernet Sauvignon from Argentina,0.0,JS,2020,Cabernet Sauvignon,Argentina,_Not_given_,1
El Esteco Don David Reserve Syrah ,Red Wine,18.99,750,0.0,0,"Syrah/Shiraz from Salta, Argentina",0.0,0,2020,Syrah/Shiraz,Argentina,Salta,0
El Esteco Don David Malbec Reserve ,Red Wine,18.99,750,0.0,0,"Malbec from Salta, Argentina",0.0,JS,2020,Malbec,Argentina,Salta,1
El Esteco Don David Reserve Torrontes ,White Wine,18.99,750,0.0,0,"Torrontes from Salta, Argentina",13.5,0,2021,Torrontes,Argentina,Salta,0
El Porvenir de Cafayate Absoluto Malbec ,Red Wine,15.99,750,0.0,0,"Malbec from Cafayate Valley, Salta, Argentina",14.3,0,2020,Malbec,Argentina,Salta,0
El Porvenir de Cafayate Absoluto Torrontes ,White Wine,15.99,750,0.0,0,"Torrontes from Salta, Argentina",12.5,W&S,2020,Torrontes,Argentina,Salta,1
El Porvenir de Cafayate Absoluto Cabernet Sauvignon ,Red Wine,15.99,750,0.0,0,"Cabernet Sauvignon from Cafayate Valley, Salta, Argentina",14.3,0,2020,Cabernet Sauvignon,Argentina,Salta,0
El Porvenir de Cafayate Absoluto Tannat ,Red Wine,12.99,750,3.7,8,"Tannat from Cafayate Valley, Salta, Argentina",14.3,0,2020,Tannat,Argentina,Salta,0
El Vinculo Crianza ,Red Wine,19.99,750,4.8,20,"Tempranillo from Ribera del Duero, Spain",0.0,0,2018,Tempranillo,Spain,Ribera del Duero,0
Eladio Pineiro Envidia Cochina Tete de Cuvee Albarino ,White Wine,32.99,750,4.7,6,"Albarino from Rias Baixas, Spain",0.0,0,2020,Albarino,Spain,Rias Baixas,0
Elderton Ashmead Cabernet Sauvignon ,Red Wine,93.99,750,0.0,0,"Cabernet Sauvignon from Barossa, South Australia, Australia",14.5,"RP, JS",2016,Cabernet Sauvignon,Australia,South Australia,2
Elderton E Series Shiraz / Cabernet Sauvignon ,Red Wine,18.99,750,0.0,0,"Other Red Blends from Barossa, South Australia, Australia",14.5,0,2019,Other Red Blends,Australia,South Australia,0
Elderton Shiraz ,Red Wine,26.99,750,0.0,0,"Syrah/Shiraz from Barossa, South Australia, Australia",14.6,JS,2018,Syrah/Shiraz,Australia,South Australia,1
Elderton Barossa Valley Estate Cabernet Sauvignon ,Red Wine,27.99,750,0.0,0,"Cabernet Sauvignon from Barossa Valley, Barossa, South Australia, Australia",14.2,JS,2019,Cabernet Sauvignon,Australia,South Australia,1
Elderton E Series Chardonnay ,White Wine,19.99,750,0.0,0,"Chardonnay from Barossa, South Australia, Australia",0.0,0,2019,Chardonnay,Australia,South Australia,0
Elderton Command Shiraz ,Red Wine,119.99,750,0.0,0,"Syrah/Shiraz from Barossa, South Australia, Australia",14.9,"RP, V, JS",2017,Syrah/Shiraz,Australia,South Australia,3
Elena Fucci Aglianico del Vulture Titolo ,Red Wine,58.99,750,4.0,10,"Aglianico from Basilicata, Italy",14.0,"WE, W&S, V, WS",2018,Aglianico,Italy,Basilicata,4
Elena Walch Pinot Bianco ,White Wine,19.99,750,0.0,0,"Pinot Blanc from Alto Adige, Trentino-Alto Adige, Italy",0.0,JS,2021,Pinot Blanc,Italy,Trentino-Alto Adige,1
Elena Walch Schiava ,Red Wine,19.99,750,0.0,0,"Schiava from Alto Adige, Trentino-Alto Adige, Italy",13.0,0,2021,Schiava,Italy,Trentino-Alto Adige,0
Elena Walch Castel Ringberg Sauvignon ,White Wine,31.99,750,0.0,0,"Sauvignon Blanc from Alto Adige, Trentino-Alto Adige, Italy",13.5,0,2020,Sauvignon Blanc,Italy,Trentino-Alto Adige,0
Elena Walch Pinot Grigio ,White Wine,19.99,750,4.2,6,"Pinot Gris/Grigio from Alto Adige, Trentino-Alto Adige, Italy",0.0,JS,2021,Pinot Gris/Grigio,Italy,Trentino-Alto Adige,1
Elena Walch Beyond The Clouds White Blend ,White Wine,79.99,750,0.0,0,"Other White Blends from Trentino-Alto Adige, Italy",14.0,"JS, D",2020,Other White Blends,Italy,Trentino-Alto Adige,2
Elena Walch Kastelaz Gewurztraminer ,White Wine,49.99,750,3.7,7,"Gewurztraminer from Trentino-Alto Adige, Italy",14.0,JS,2019,Gewurztraminer,Italy,Trentino-Alto Adige,1
Elena Walch Pinot Bianco ,White Wine,21.99,750,3.9,37,"Pinot Blanc from Alto Adige, Trentino-Alto Adige, Italy",13.0,JS,2020,Pinot Blanc,Italy,Trentino-Alto Adige,1
Elena Walch Vigna Castel Ringberg Pinot Grigio ,White Wine,32.99,750,4.2,6,"Pinot Gris/Grigio from Trentino-Alto Adige, Italy",0.0,0,2020,Pinot Gris/Grigio,Italy,Trentino-Alto Adige,0
Elena Walch Gewurztraminer ,White Wine,31.99,750,0.0,0,"Gewurztraminer from Alto Adige, Trentino-Alto Adige, Italy",14.0,0,2021,Gewurztraminer,Italy,Trentino-Alto Adige,0
Elia Palazzesi Brunello di Montalcino ,Red Wine,46.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",0.0,WE,2017,Sangiovese,Italy,Tuscany,1
Elio Grasso Barolo Gavarini Vigna Chiniera ,Red Wine,125.99,750,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",14.5,RP,2018,Nebbiolo,Italy,Piedmont,1
Elio Grasso Barolo Ginestra Casa Mate ,Red Wine,125.99,750,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",14.5,"RP, JS",2018,Nebbiolo,Italy,Piedmont,2
Elio Perrone Barbera d'Asti Tasmorcan ,Red Wine,21.99,750,0.0,0,"Barbera from Asti, Piedmont, Italy",14.5,0,2021,Barbera,Italy,Piedmont,0
Elizabeth Rose Chockablock ,Red Wine,25.99,750,0.0,0,"Bordeaux Red Blends from Napa Valley, California",13.7,0,2020,Bordeaux Red Blends,California,Napa Valley,0
Elk Cove Goodrich Vineyard Pinot Noir ,Red Wine,52.99,750,0.0,0,"Pinot Noir from Yamhill-Carlton District, Willamette Valley, Oregon",0.0,0,2019,Pinot Noir,Oregon,Willamette Valley,0
Elk Cove Old Vine Selection Pinot Noir (Willamette Barrel Auction) ,Red Wine,89.99,750,0.0,0,"Pinot Noir from Chehalem Mountains, Willamette Valley, Oregon",14.0,0,2015,Pinot Noir,Oregon,Willamette Valley,0
Elk Cove Mount Richmond Pinot Noir ,Red Wine,59.99,750,0.0,0,"Pinot Noir from Yamhill-Carlton District, Willamette Valley, Oregon",14.0,"JS, WE, V",2019,Pinot Noir,Oregon,Willamette Valley,3
Elk Cove Goodrich Vineyard Pinot Noir ,Red Wine,60.99,750,0.0,0,"Pinot Noir from Yamhill-Carlton District, Willamette Valley, Oregon",13.5,0,2018,Pinot Noir,Oregon,Willamette Valley,0
Elk Cove Clay Court Pinot Noir ,Red Wine,85.99,750,4.2,6,"Pinot Noir from Chehalem Mountains, Willamette Valley, Oregon",13.5,"WE, JS",2019,Pinot Noir,Oregon,Willamette Valley,2
Elk Cove Estate Riesling ,White Wine,24.99,750,3.5,6,"Riesling from Willamette Valley, Oregon",13.0,0,2019,Riesling,Oregon,Willamette Valley,0
Elk Cove Five Mountain Pinot Noir ,Red Wine,59.99,750,0.0,0,"Pinot Noir from Chehalem Mountains, Willamette Valley, Oregon",13.5,"WE, V, JS",2019,Pinot Noir,Oregon,Willamette Valley,3
Elo by Alberto Orte Monastrell ,Red Wine,46.99,750,0.0,0,"Mourvedre from Yecla, Spain",13.0,0,2016,Mourvedre,Spain,Yecla,0
Elouan Chardonnay ,White Wine,19.99,750,0.0,0,Chardonnay from Oregon,13.8,0,2018,Chardonnay,Oregon,_Not_given_,0
Elouan Rose ,Pink and Rosé,19.99,750,0.0,0,Rosé from Oregon,13.2,0,2021,Rosé,Oregon,_Not_given_,0
Elouan Missoulan Wash Reserve Pinot Noir ,Red Wine,48.99,750,3.7,7,"Pinot Noir from Willamette Valley, Oregon",14.2,"TP, WW",2017,Pinot Noir,Oregon,Willamette Valley,2
Elouan Pinot Noir (375ML half-bottle),Red Wine,11.99,375,3.6,20,Pinot Noir from Oregon,13.6,0,0,Pinot Noir,Oregon,_Not_given_,0
Elouan Chardonnay ,White Wine,19.99,750,0.0,0,Chardonnay from Oregon,14.2,"WW, WS",2019,Chardonnay,Oregon,_Not_given_,2
Elouan Pinot Noir ,Red Wine,22.99,750,3.9,41,Pinot Noir from Oregon,13.6,WW,2019,Pinot Noir,Oregon,_Not_given_,1
Elsa Bianchi Malbec ,Red Wine,12.99,750,0.0,0,"Malbec from Mendoza, Argentina",0.0,0,2021,Malbec,Argentina,Mendoza,0
Elsa Bianchi Torrontes ,White Wine,11.99,750,0.0,0,Torrontes from Argentina,13.2,0,2021,Torrontes,Argentina,_Not_given_,0
Elsa Bianchi Cabernet Sauvignon ,Red Wine,13.99,750,0.0,0,"Cabernet Sauvignon from Mendoza, Argentina",14.5,JS,2020,Cabernet Sauvignon,Argentina,Mendoza,1
Elsa Bianchi Chardonnay ,White Wine,15.99,750,0.0,0,"Chardonnay from Mendoza, Argentina",0.0,0,2021,Chardonnay,Argentina,Mendoza,0
Elvi Wines Herenza Rioja (OU Kosher) ,Red Wine,19.99,750,0.0,0,"Tempranillo from Rioja, Spain",0.0,0,2019,Tempranillo,Spain,Rioja,0
Elvi Wines Herenza Rioja (OU Kosher) ,Red Wine,16.99,750,0.0,0,"Tempranillo from Rioja, Spain",0.0,0,2020,Tempranillo,Spain,Rioja,0
Elvio Cogno Bordini Barbaresco ,Red Wine,61.99,750,0.0,0,"Nebbiolo from Barbaresco, Piedmont, Italy",14.0,"WE, RP",2019,Nebbiolo,Italy,Piedmont,2
